shot_id,shot_made_flag
1,0.06130119175217833
8,0.04141140861771339
17,0.31700752410422456
20,0.3304387121790416
33,0.040853680791631486
34,0.050101547381423236
35,0.5656250806349069
36,0.5695608176790568
37,0.4637847366419985
38,0.04014120549088539
45,0.14516161498694152
50,0.039104737390826406
55,0.01258396550628023
60,0.010263343322455102
66,0.04494266168384095
67,0.16072068262328448
71,0.06233465225728921
80,0.05262670261791185
85,0.04694330133012832
86,0.2919825092831696
95,0.24790249936558637
104,0.055620028500403984
113,0.04148148312036037
123,0.05894496855901006
126,0.46162778564165247
133,0.6479039780361129
141,0.05937996981220561
144,0.07791132358612755
150,0.3874546259007674
152,0.050173654935549344
153,0.38274204456056943
156,0.8583211018249864
159,0.7756343076297917
165,0.7289628550680434
172,0.03833542765664048
182,0.6928328209468962
192,0.057513934389517546
193,0.38390279222257984
196,0.05535644749231804
202,0.05206403628580446
210,0.0266768975121446
211,0.06751868352425104
228,0.8488193822854057
257,0.06192050259766895
260,0.0577594091834538
264,0.05909004020438385
267,0.2705260968595559
279,0.7924626734117913
282,0.06203695872558225
293,0.10381256109985582
299,0.5004429899466901
300,0.18571460631862427
301,0.2574841272402105
317,0.027446552536737102
327,0.02349873060596859
328,0.026598332734363333
335,0.29825334915936924
346,0.40057219344295736
348,0.042544753554730134
365,0.06670701542867691
390,0.37852802847312556
391,0.36703478681999496
392,0.34852196341942215
397,0.02755060506699683
418,0.0432945689884861
428,0.03218887041155049
434,0.3988523255540524
439,0.25905345240509714
440,0.04667897016739304
456,0.027752789421884666
459,0.024793813439717937
472,0.02842061625282185
480,0.024161226775089275
491,0.035163487556559694
497,0.04591611701356307
509,0.023707155478488395
511,0.014544101152563615
523,0.014632423793763899
533,0.04634595191889003
544,0.25477793613404043
546,0.04426857718797763
555,0.34609303489984655
558,0.034913175703906785
560,0.0406016131561317
573,0.03130601266678202
591,0.029081079343750777
596,0.030337587957389202
597,0.02882042540020473
601,0.2423575237490508
605,0.039678585619559614
617,0.08562541122254926
628,0.03745816050878293
634,0.07632370914273012
646,0.057650441695565414
649,0.05897148951983223
651,0.4443416538467296
654,0.7801212097287048
656,0.30356635419980343
657,0.04858554870067018
669,0.037399586677354026
670,0.8095548800896336
693,0.23639713304315982
694,0.0901777004936354
699,0.05968272698569186
711,0.0429993033304412
718,0.04470839788044732
722,0.037759119433550495
723,0.018347231822354745
725,0.3636339160885885
734,0.04104298712350627
735,0.2034413574545739
737,0.352652766368122
746,0.03233555869953918
747,0.25043294855147313
766,0.032035644568721267
767,0.04981762403780779
771,0.03794037154638083
773,0.04300023897456981
774,0.05820870003586692
783,0.02789189043765717
784,0.022433932771904547
789,0.02806889277869184
792,0.022555494380936555
804,0.03865589308377444
809,0.038980408440170505
812,0.04604337320548723
813,0.027194336104353466
817,0.031103701754828395
820,0.03637357012536625
825,0.023930593532756023
826,0.03900977138798801
829,0.02732807826276817
855,0.05609751094876695
859,0.482023870676248
862,0.028043012047870287
870,0.037246472723238375
876,0.040763387279130314
880,0.041595635936447786
886,0.865996764273708
889,0.31507861444265656
891,0.23466367409985253
897,0.900337315226195
902,0.021024055623431497
903,0.028509401317117863
908,0.02388257708164143
909,0.02510743264222899
920,0.016296266590898372
922,0.05557562468428316
924,0.2988936502234525
932,0.033272614328091296
934,0.025443974967077
937,0.027837535636615174
941,0.04001107646041954
943,0.032519138009666874
950,0.03556046378174234
952,0.034727492409893375
954,0.7153973874207804
963,0.03775776283764974
975,0.036050837958612116
979,0.031093556698660835
981,0.027531108579718036
983,0.024394122899164327
985,0.1992259590517244
989,0.16851667596367953
995,0.05013518134521455
998,0.2812670407619108
1008,0.04799850289563265
1019,0.9197135172985538
1023,0.04077855871954647
1026,0.044714024657896374
1029,0.21410554593539557
1034,0.3216529563753787
1036,0.23596746005898245
1038,0.04154621675752153
1039,0.23413755550830112
1051,0.8161114467348951
1052,0.06747474089595666
1066,0.02466393888114909
1087,0.03787250081258067
1092,0.03976779383636607
1094,0.4381995078908796
1098,0.03549952436342347
1099,0.03236672561238004
1102,0.02531067747227985
1118,0.03829152769371741
1131,0.02916371228084114
1133,0.34593468659523835
1135,0.7766724191560109
1138,0.20673559594096422
1139,0.6845770442909473
1142,0.022789409436488776
1151,0.16019848866631967
1152,0.031971859426901075
1155,0.24846409446856918
1165,0.03926008179888794
1167,0.8171582217292532
1172,0.13201443810761948
1174,0.28675467258160703
1180,0.2674169209836732
1200,0.051702397915692096
1202,0.07262348551224478
1227,0.3367619632593693
1228,0.7819444937499002
1229,0.03402716359039568
1237,0.3787979554869808
1241,0.050151626695657966
1256,0.12494347795411488
1279,0.03169552543008983
1293,0.15334060479423162
1295,0.028608408021981124
1319,0.4285188810025745
1320,0.06326944849988408
1321,0.34748586796733144
1322,0.2643888330264463
1334,0.017668589589495524
1351,0.7840363055508444
1373,0.035843610371456947
1375,0.04995753273323276
1380,0.5217403785346725
1382,0.29038783530186657
1385,0.7989230335960822
1399,0.036173174699810434
1403,0.7086240418235386
1428,0.025891310383850813
1434,0.010981839286133147
1444,0.8074392550194024
1448,0.04889747956131277
1466,0.36861347353466656
1476,0.041144758844141385
1478,0.037432021007468785
1485,0.033636648120640406
1491,0.3725042330419957
1494,0.4564451692191528
1500,0.2850867169343268
1501,0.2635895729739391
1503,0.05459974785898975
1519,0.4196509703408163
1524,0.07463215536171233
1529,0.19576722040745426
1533,0.6168725614030537
1538,0.9167114909608822
1539,0.058050676730137474
1546,0.2724899084160449
1555,0.05328830312523927
1559,0.044948537515131066
1563,0.21975073242205417
1565,0.37481316026277084
1574,0.049921528894645795
1591,0.04513861541599425
1594,0.09149823556606199
1605,0.0658004382702401
1611,0.047366740036635525
1614,0.04182499525694972
1620,0.04594528741926928
1626,0.028368707325947366
1630,0.032989262829720443
1632,0.027012313740699286
1634,0.02676923403479481
1643,0.030375212151531033
1651,0.0499415127903511
1655,0.050312311185737625
1658,0.0900371000380127
1659,0.03386846446798958
1665,0.04580730933215542
1675,0.0441272736384974
1680,0.7010370475629337
1690,0.05027491902436478
1696,0.07054956986742718
1714,0.07742353850088338
1721,0.05851134837137411
1726,0.05200814590491105
1728,0.05708640477737812
1734,0.05572499389654021
1735,0.039497949818467874
1740,0.09225049081984835
1744,0.31753505964920714
1747,0.02945420977605114
1752,0.04106544490356534
1763,0.2938102194772937
1765,0.35299311226868996
1769,0.02355815462414765
1785,0.17684433704086303
1787,0.025259384102912643
1788,0.17354191930670018
1793,0.03090561047217055
1800,0.025243766458717405
1825,0.07310901487211541
1826,0.40273828147108703
1834,0.03417267287617731
1843,0.038499960866030435
1844,0.03135549357462811
1848,0.030994649978797622
1849,0.19670110773924515
1860,0.15074151776340147
1863,0.15619992319090345
1875,0.2885600016148381
1883,0.0360589459251242
1890,0.10718591204386073
1892,0.08884294164430605
1893,0.08420684570818793
1897,0.1854328536944418
1905,0.02794366885123264
1908,0.1895162219842912
1931,0.052092877757641744
1940,0.7269210291643514
1943,0.057028615850227504
1947,0.012654695243567252
1965,0.16793967299657758
1967,0.0971573635612392
1968,0.09176613514906676
1972,0.5143145738563065
1982,0.07559724329823103
1985,0.08882114587381561
2005,0.27756509333820967
2010,0.5492145407151873
2021,0.037005527011197734
2024,0.4869691126963746
2036,0.0696187165500041
2043,0.5036823010815357
2047,0.2847361138962461
2049,0.03695432872773641
2055,0.04316482666891193
2065,0.050717752691587945
2066,0.04128938576533117
2070,0.0458599660455537
2077,0.6947637691664472
2085,0.4091595872869363
2095,0.20282583018593328
2097,0.47649950727055823
2108,0.20550922296827717
2112,0.3076657349949263
2113,0.29980549323256134
2122,0.01969767336855812
2139,0.02608019585672578
2144,0.14077393726825935
2146,0.02071854401134424
2148,0.01272212244609442
2149,0.6245175779552756
2157,0.017887683350411892
